"Schema","Criterion","DataGenerator","Doubler","Termination","BigOh"
"BioSQL","ICC","randomDefaults","DoubleChecksSemantic","success","CONSTANT"
"Cloc","UCC","avs","DoubleNotNullsSemantic","success","CONSTANT"
"JWhoisServer","NCC","directedRandom","DoubleNotNulls","success","LOGARITHMIC"
"UnixUsage","ANCC","avs","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistWeather","UCC","random","DoubleNotNullsSemantic","success","LOGARITHMIC"
"NistWeather","AICC","avsDefaults","DoubleAll","success","LINEAR"
"RiskIt","APC","avsDefaults","DoubleAll","success","QUADRADIC"
"NistWeather","UCC","random","DoubleUniquesSemantic","success","LOGARITHMIC"
"iTrust","APC","random","DoubleTablesColumns","timeout","QUADRADIC"
"JWhoisServer","UCC","directedRandom","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS748","ANCC","directedRandom","DoubleChecksSemantic","success","LINEAR"
"Cloc","APC","avs","DoubleUniquesSemantic","success","LOGARITHMIC"
"iTrust","UCC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"iTrust","UCC","randomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"BioSQL","AUCC","random","DoubleUniquesSemantic","out of memory","LINEARITHMIC"
"Cloc","APC","randomDefaults","DoubleAll","success","LINEAR"
"NistXTS749","UCC","avs","DoubleNotNulls","success","CONSTANT"
"UnixUsage","AUCC","avs","DoubleNotNulls","success","CONSTANT"
"RiskIt","ClauseAICC","directedRandom","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS748","APC","random","DoubleAll","success","LINEARITHMIC"
"Cloc","ICC","avsDefaults","DoubleColumns","success","LOGARITHMIC"
"NistWeather","NCC","avsDefaults","DoubleAll","timeout","CUBIC"
"JWhoisServer","CondAICC","avsDefaults","DoubleColumns","success","LINEAR"
"RiskIt","AUCC","random","DoubleTables","timeout","POWER 4"
"NistWeather","NCC","directedRandom","DoubleNotNulls","success","CONSTANT"
"NistXTS748","CondAICC","avsDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS748","AUCC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"JWhoisServer","ClauseAICC","random","DoubleForeignKeys","success","CONSTANT"
"RiskIt","CondAICC","directedRandomDefaults","DoubleColumns","success","LINEARITHMIC"
"RiskIt","APC","avsDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS748","ANCC","avsDefaults","DoubleColumns","timeout","CUBIC"
"NistXTS748","ICC","directedRandom","DoubleTablesColumns","success","LINEARITHMIC"
"UnixUsage","CondAICC","avsDefaults","DoubleTables","success","QUADRADIC"
"iTrust","NCC","random","DoubleTables","timeout","QUADRADIC"
"JWhoisServer","NCC","random","DoubleNotNullsSemantic","success","LINEAR"
"iTrust","APC","randomDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"iTrust","ICC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","AICC","directedRandomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"JWhoisServer","APC","directedRandomDefaults","DoubleTables","timeout","QUADRADIC"
"NistWeather","APC","avsDefaults","DoubleNotNullsSemantic","success","LINEAR"
"NistXTS748","AICC","avsDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"NistWeather","UCC","avs","DoubleTablesColumns","success","LINEARITHMIC"
"JWhoisServer","CondAICC","random","DoubleChecksSemantic","success","CONSTANT"
"NistXTS748","NCC","directedRandom","DoubleAll","success","LINEARITHMIC"
"UnixUsage","ANCC","directedRandomDefaults","DoubleNotNullsSemantic","success","LOGARITHMIC"
"Cloc","AICC","avsDefaults","DoubleChecksSemantic","success","CONSTANT"
"UnixUsage","AICC","randomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","NCC","avsDefaults","DoubleTables","success","QUADRADIC"
"Cloc","AUCC","directedRandom","DoubleAll","success","LINEARITHMIC"
"iTrust","NCC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"RiskIt","AICC","avs","DoubleTables","timeout","QUADRADIC"
"RiskIt","ClauseAICC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"Cloc","APC","avsDefaults","DoubleColumns","success","LINEARITHMIC"
"RiskIt","ANCC","avsDefaults","DoubleColumns","timeout","CUBIC"
"RiskIt","NCC","directedRandom","DoubleTables","timeout","LINEARITHMIC"
"NistWeather","ClauseAICC","random","DoubleTables","timeout","POWER 6"
"BioSQL","AUCC","avsDefaults","DoubleNotNullsSemantic","success","LINEAR"
"Cloc","AICC","avs","DoubleTables","success","LOGARITHMIC"
"JWhoisServer","ClauseAICC","avs","DoubleAll","success","LINEAR"
"NistWeather","ICC","directedRandomDefaults","DoubleTables","success","QUADRADIC"
"Cloc","ICC","directedRandom","DoubleForeignKeys","success","CONSTANT"
"JWhoisServer","CondAICC","directedRandomDefaults","DoubleAll","success","LINEARITHMIC"
"Cloc","AUCC","avsDefaults","DoubleColumns","success","CUBIC"
"JWhoisServer","UCC","avsDefaults","DoubleUniquesSemantic","success","CONSTANT"
"JWhoisServer","APC","random","DoubleNotNullsSemantic","success","LINEAR"
"Cloc","NCC","avsDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"RiskIt","AUCC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"UnixUsage","ClauseAICC","avs","DoubleNotNulls","success","LOGARITHMIC"
"NistWeather","AICC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistWeather","UCC","directedRandom","DoubleNotNulls","success","CONSTANT"
"NistXTS748","APC","avs","DoubleChecksSemantic","success","CONSTANT"
"BioSQL","ClauseAICC","avs","DoubleColumns","timeout","LINEARITHMIC"
"BioSQL","AICC","avsDefaults","DoubleTables","timeout","POWER 5"
"Cloc","APC","random","DoubleColumns","success","LINEARITHMIC"
"Cloc","APC","random","DoubleTablesColumns","success","LOGARITHMIC"
"BioSQL","ANCC","directedRandom","DoubleUniquesSemantic","success","LINEAR"
"NistXTS749","ICC","random","DoubleChecksSemantic","success","LINEARITHMIC"
"JWhoisServer","UCC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"JWhoisServer","CondAICC","randomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"Cloc","ICC","avsDefaults","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS749","CondAICC","random","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS749","AUCC","avsDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"NistXTS748","UCC","directedRandom","DoubleTables","success","LOGARITHMIC"
"NistXTS748","AICC","directedRandom","DoubleTablesColumns","success","LOGARITHMIC"
"NistXTS748","AICC","directedRandom","DoubleForeignKeys","success","LOGARITHMIC"
"NistXTS749","UCC","avsDefaults","DoubleColumns","timeout","CUBIC"
"NistXTS749","AICC","avsDefaults","DoubleAll","success","QUADRADIC"
"iTrust","AICC","random","DoubleTablesColumns","timeout","POWER 5"
"JWhoisServer","APC","avs","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS748","ClauseAICC","avs","DoubleForeignKeys","success","CONSTANT"
"NistXTS748","APC","random","DoubleNotNullsSemantic","success","LINEARITHMIC"
"RiskIt","AUCC","directedRandomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistWeather","ANCC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"RiskIt","UCC","avsDefaults","DoubleChecksSemantic","success","LOGARITHMIC"
"BioSQL","ICC","randomDefaults","DoubleTablesColumns","timeout","POWER 4"
"NistWeather","UCC","avsDefaults","DoubleUniquesSemantic","success","CONSTANT"
"NistWeather","ICC","avsDefaults","DoubleColumns","success","LINEARITHMIC"
"NistWeather","ClauseAICC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"UnixUsage","APC","directedRandom","DoubleTablesColumns","timeout","QUADRADIC"
"iTrust","AUCC","directedRandom","DoubleChecksSemantic","out of memory","QUADRADIC"
"BioSQL","UCC","directedRandom","DoubleColumns","out of memory","QUADRADIC"
"NistXTS748","ANCC","random","DoubleNotNulls","success","CONSTANT"
"Cloc","ClauseAICC","directedRandomDefaults","DoubleChecksSemantic","success","CONSTANT"
"RiskIt","CondAICC","directedRandom","DoubleNotNullsSemantic","success","LINEAR"
"RiskIt","CondAICC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"Cloc","CondAICC","randomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"NistXTS749","ANCC","directedRandom","DoubleAll","success","LINEARITHMIC"
"Cloc","AICC","avsDefaults","DoubleUniquesSemantic","success","CONSTANT"
"Cloc","NCC","avs","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistXTS748","ANCC","directedRandom","DoubleColumns","out of memory","CUBIC"
"JWhoisServer","AICC","avs","DoubleUniquesSemantic","success","CONSTANT"
"NistWeather","ANCC","directedRandomDefaults","DoubleTablesColumns","success","QUADRADIC"
"UnixUsage","ANCC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"JWhoisServer","UCC","avsDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"BioSQL","NCC","avsDefaults","DoubleColumns","timeout","CUBIC"
"UnixUsage","UCC","randomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"UnixUsage","CondAICC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"BioSQL","AICC","avs","DoubleColumns","success","LINEARITHMIC"
"NistXTS748","AICC","randomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"BioSQL","NCC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"RiskIt","NCC","directedRandom","DoubleAll","timeout","CUBIC"
"UnixUsage","NCC","directedRandom","DoubleTables","success","LOGARITHMIC"
"NistWeather","AICC","avs","DoubleChecksSemantic","success","LINEARITHMIC"
"NistXTS749","AICC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"RiskIt","APC","directedRandom","DoubleTablesColumns","success","LINEARITHMIC"
"BioSQL","UCC","avsDefaults","DoubleColumns","timeout","CUBIC"
"NistWeather","UCC","avs","DoubleTables","timeout","QUADRADIC"
"NistXTS748","CondAICC","avs","DoubleNotNullsSemantic","success","LINEARITHMIC"
"iTrust","ANCC","directedRandom","DoubleColumns","out of memory","QUADRADIC"
"BioSQL","ANCC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"UnixUsage","NCC","avsDefaults","DoubleNotNulls","success","LOGARITHMIC"
"NistWeather","AICC","directedRandomDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"NistWeather","NCC","avs","DoubleColumns","out of memory","CUBIC"
"Cloc","AICC","random","DoubleTablesColumns","success","LOGARITHMIC"
"UnixUsage","ANCC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"UnixUsage","AUCC","random","DoubleAll","success","LINEAR"
"NistXTS749","ICC","directedRandomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"UnixUsage","ICC","randomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"UnixUsage","NCC","directedRandom","DoubleColumns","out of memory","QUADRADIC"
"NistXTS748","UCC","directedRandom","DoubleTablesColumns","success","LOGARITHMIC"
"NistXTS748","NCC","directedRandom","DoubleNotNullsSemantic","success","LINEAR"
"BioSQL","UCC","directedRandomDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","ANCC","random","DoubleAll","success","LINEAR"
"Cloc","UCC","avs","DoubleTablesColumns","success","LINEAR"
"Cloc","AUCC","avs","DoubleNotNullsSemantic","success","LOGARITHMIC"
"NistXTS748","UCC","randomDefaults","DoubleTables","success","LINEARITHMIC"
"RiskIt","UCC","avs","DoubleNotNulls","success","CONSTANT"
"Cloc","ICC","avsDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"NistWeather","APC","directedRandomDefaults","DoubleTables","success","QUADRADIC"
"NistXTS749","AICC","avs","DoubleAll","success","LINEAR"
"RiskIt","UCC","directedRandom","DoubleChecksSemantic","success","CONSTANT"
"UnixUsage","ClauseAICC","random","DoubleNotNulls","success","CONSTANT"
"JWhoisServer","ANCC","avs","DoubleTablesColumns","success","LINEARITHMIC"
"UnixUsage","ANCC","random","DoubleColumns","timeout","QUADRADIC"
"UnixUsage","ANCC","avsDefaults","DoubleColumns","timeout","CUBIC"
"RiskIt","ICC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"iTrust","AICC","directedRandomDefaults","DoubleNotNulls","success","LINEARITHMIC"
"Cloc","AICC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"Cloc","ICC","random","DoubleTables","success","LOGARITHMIC"
"BioSQL","ANCC","random","DoubleNotNulls","success","CONSTANT"
"iTrust","ANCC","avs","DoubleChecksSemantic","out of memory","LINEARITHMIC"
"Cloc","ANCC","random","DoubleForeignKeys","success","CONSTANT"
"iTrust","AICC","directedRandomDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"NistXTS749","ANCC","directedRandomDefaults","DoubleNotNulls","success","LOGARITHMIC"
"RiskIt","CondAICC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"JWhoisServer","UCC","directedRandom","DoubleChecksSemantic","success","CONSTANT"
"JWhoisServer","ICC","random","DoubleTables","success","QUADRADIC"
"RiskIt","ANCC","randomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"Cloc","NCC","directedRandomDefaults","DoubleTablesColumns","success","LOGARITHMIC"
"UnixUsage","APC","avs","DoubleUniquesSemantic","success","LOGARITHMIC"
"NistWeather","NCC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"BioSQL","UCC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"UnixUsage","AUCC","directedRandom","DoubleColumns","success","LINEARITHMIC"
"UnixUsage","UCC","random","DoubleColumns","out of memory","QUADRADIC"
"NistXTS748","UCC","randomDefaults","DoubleUniquesSemantic","success","LOGARITHMIC"
"UnixUsage","CondAICC","avsDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistWeather","ANCC","avs","DoubleNotNulls","success","LOGARITHMIC"
"JWhoisServer","AUCC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"NistWeather","NCC","randomDefaults","DoubleColumns","out of memory","QUADRADIC"
"Cloc","AUCC","avs","DoubleColumns","timeout","CUBIC"
"UnixUsage","CondAICC","directedRandomDefaults","DoubleTables","success","CUBIC"
"UnixUsage","NCC","avsDefaults","DoubleAll","success","QUADRADIC"
"NistWeather","ClauseAICC","randomDefaults","DoubleTablesColumns","timeout","QUADRADIC"
"NistXTS749","ANCC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEARITHMIC"
"BioSQL","CondAICC","directedRandomDefaults","DoubleAll","success","LINEAR"
"NistXTS748","ANCC","avsDefaults","DoubleTablesColumns","success","LOGARITHMIC"
"iTrust","CondAICC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"NistWeather","NCC","random","DoubleTables","timeout","QUADRADIC"
"RiskIt","AUCC","directedRandom","DoubleTables","timeout","QUADRADIC"
"UnixUsage","ICC","avs","DoubleColumns","success","LINEARITHMIC"
"RiskIt","AICC","avsDefaults","DoubleTables","timeout","QUADRADIC"
"UnixUsage","AUCC","random","DoubleTablesColumns","success","LINEAR"
"iTrust","UCC","directedRandom","DoubleChecksSemantic","success","LINEARITHMIC"
"NistXTS748","CondAICC","directedRandomDefaults","DoubleTablesColumns","success","QUADRADIC"
"NistWeather","NCC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"JWhoisServer","NCC","directedRandom","DoubleColumns","out of memory","QUADRADIC"
"NistXTS748","ICC","avsDefaults","DoubleNotNullsSemantic","success","LOGARITHMIC"
"NistXTS749","APC","randomDefaults","DoubleTables","success","LINEARITHMIC"
"NistXTS748","UCC","randomDefaults","DoubleChecksSemantic","success","LINEARITHMIC"
"UnixUsage","ICC","directedRandomDefaults","DoubleTables","success","QUADRADIC"
"NistXTS749","CondAICC","directedRandom","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","APC","random","DoubleUniquesSemantic","success","CONSTANT"
"Cloc","ClauseAICC","directedRandomDefaults","DoubleTables","success","LINEARITHMIC"
"UnixUsage","APC","directedRandom","DoubleTables","timeout","QUADRADIC"
"UnixUsage","ClauseAICC","randomDefaults","DoubleChecksSemantic","success","CONSTANT"
"RiskIt","AUCC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"RiskIt","UCC","directedRandomDefaults","DoubleTables","timeout","QUADRADIC"
"NistWeather","ANCC","random","DoubleAll","success","LINEARITHMIC"
"Cloc","AUCC","randomDefaults","DoubleNotNullsSemantic","success","LOGARITHMIC"
"BioSQL","APC","avs","DoubleNotNulls","success","CONSTANT"
"NistXTS749","NCC","directedRandom","DoubleTables","timeout","QUADRADIC"
"NistWeather","ClauseAICC","directedRandomDefaults","DoubleTablesColumns","timeout","LINEARITHMIC"
"BioSQL","ANCC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"NistXTS749","CondAICC","avs","DoubleTables","timeout","QUADRADIC"
"RiskIt","NCC","avs","DoubleTables","success","QUADRADIC"
"NistXTS749","CondAICC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"NistXTS749","UCC","avsDefaults","DoubleTables","success","QUADRADIC"
"iTrust","AICC","randomDefaults","DoubleChecksSemantic","success","LINEAR"
"NistXTS748","ANCC","avsDefaults","DoubleNotNulls","success","CONSTANT"
"Cloc","AICC","random","DoubleColumns","success","LOGARITHMIC"
"BioSQL","ANCC","directedRandom","DoubleTables","timeout","QUADRADIC"
"JWhoisServer","NCC","directedRandomDefaults","DoubleForeignKeys","success","CONSTANT"
"BioSQL","NCC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"iTrust","ANCC","avsDefaults","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"Cloc","ICC","randomDefaults","DoubleNotNulls","success","CONSTANT"
"NistXTS748","NCC","directedRandomDefaults","DoubleColumns","success","QUADRADIC"
"UnixUsage","AICC","avs","DoubleNotNullsSemantic","success","LINEARITHMIC"
"RiskIt","AUCC","avsDefaults","DoubleNotNullsSemantic","success","LOGARITHMIC"
"RiskIt","ICC","random","DoubleTablesColumns","timeout","QUADRADIC"
"iTrust","ClauseAICC","randomDefaults","DoubleTables","timeout","POWER 5"
"Cloc","UCC","random","DoubleTables","timeout","QUADRADIC"
"NistXTS748","APC","random","DoubleUniquesSemantic","success","LINEAR"
"iTrust","ANCC","directedRandomDefaults","DoubleNotNulls","success","CONSTANT"
"NistWeather","CondAICC","random","DoubleNotNullsSemantic","success","LINEARITHMIC"
"NistXTS748","NCC","directedRandom","DoubleTables","success","LOGARITHMIC"
"JWhoisServer","ClauseAICC","randomDefaults","DoubleColumns","success","LINEARITHMIC"
"NistWeather","CondAICC","directedRandomDefaults","DoubleUniquesSemantic","success","CONSTANT"
"JWhoisServer","ICC","directedRandom","DoubleChecksSemantic","success","LOGARITHMIC"
"iTrust","AICC","directedRandom","DoubleNotNullsSemantic","success","LINEARITHMIC"
"Cloc","ICC","random","DoubleNotNullsSemantic","success","CONSTANT"
"NistXTS749","ClauseAICC","directedRandomDefaults","DoubleColumns","success","LINEAR"
"iTrust","UCC","directedRandomDefaults","DoubleNotNulls","success","CONSTANT"
"iTrust","NCC","directedRandom","DoubleNotNulls","success","CONSTANT"
"BioSQL","AUCC","directedRandomDefaults","DoubleTables","timeout","QUADRADIC"
"Cloc","NCC","directedRandomDefaults","DoubleNotNullsSemantic","success","LOGARITHMIC"
"iTrust","ClauseAICC","directedRandomDefaults","DoubleNotNullsSemantic","success","LINEAR"
"BioSQL","UCC","directedRandomDefaults","DoubleUniquesSemantic","success","LINEAR"
"NistWeather","ICC","directedRandomDefaults","DoubleTablesColumns","success","LINEARITHMIC"
"UnixUsage","AICC","random","DoubleForeignKeys","KILLED","INSUFFICENT DATA"
"BioSQL","NCC","directedRandomDefaults","DoubleTables","timeout","QUADRADIC"
"Cloc","AICC","randomDefaults","DoubleNotNulls","success","CONSTANT"
